Component,Origin,License
core,"k8s.io/client-go/informers/storage",Apache-2.0
core,"k8s.io/client-go/informers/storage/v1",Apache-2.0
core,"k8s.io/client-go/informers/storage/v1alpha1",Apache-2.0
core,"k8s.io/client-go/informers/storage/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes",Apache-2.0
core,"k8s.io/client-go/kubernetes/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/scheme",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/admissionregistration/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/admissionregistration/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/admissionregistration/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/admissionregistration/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/apps/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/apps/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/apps/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/apps/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/apps/v1beta2",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/apps/v1beta2/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/auditregistration/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/auditregistration/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authentication/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authentication/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authentication/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authentication/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authorization/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authorization/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authorization/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/authorization/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/autoscaling/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/autoscaling/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/autoscaling/v2beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/autoscaling/v2beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/autoscaling/v2beta2",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/autoscaling/v2beta2/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/batch/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/batch/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/batch/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/batch/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/batch/v2alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/batch/v2alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/certificates/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/certificates/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/coordination/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/coordination/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/coordination/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/coordination/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/core/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/core/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/discovery/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/discovery/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/events/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/events/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/extensions/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/extensions/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/networking/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/networking/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/networking/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/networking/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/node/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/node/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/node/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/node/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/policy/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/policy/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/rbac/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/rbac/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/rbac/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/rbac/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/rbac/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/rbac/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/scheduling/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/scheduling/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/scheduling/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/scheduling/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/scheduling/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/scheduling/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/settings/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/settings/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/storage/v1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/storage/v1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/storage/v1alpha1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/storage/v1alpha1/fake",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/storage/v1beta1",Apache-2.0
core,"k8s.io/client-go/kubernetes/typed/storage/v1beta1/fake",Apache-2.0
core,"k8s.io/client-go/listers/admissionregistration/v1",Apache-2.0
core,"k8s.io/client-go/listers/admissionregistration/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/apps/v1",Apache-2.0
core,"k8s.io/client-go/listers/apps/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/apps/v1beta2",Apache-2.0
core,"k8s.io/client-go/listers/auditregistration/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/autoscaling/v1",Apache-2.0
core,"k8s.io/client-go/listers/autoscaling/v2beta1",Apache-2.0
core,"k8s.io/client-go/listers/autoscaling/v2beta2",Apache-2.0
core,"k8s.io/client-go/listers/batch/v1",Apache-2.0
core,"k8s.io/client-go/listers/batch/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/batch/v2alpha1",Apache-2.0
core,"k8s.io/client-go/listers/certificates/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/coordination/v1",Apache-2.0
core,"k8s.io/client-go/listers/coordination/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/core/v1",Apache-2.0
core,"k8s.io/client-go/listers/discovery/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/events/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/extensions/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/networking/v1",Apache-2.0
core,"k8s.io/client-go/listers/networking/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/node/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/node/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/policy/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/rbac/v1",Apache-2.0
core,"k8s.io/client-go/listers/rbac/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/rbac/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/scheduling/v1",Apache-2.0
core,"k8s.io/client-go/listers/scheduling/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/scheduling/v1beta1",Apache-2.0
core,"k8s.io/client-go/listers/settings/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/storage/v1",Apache-2.0
core,"k8s.io/client-go/listers/storage/v1alpha1",Apache-2.0
core,"k8s.io/client-go/listers/storage/v1beta1",Apache-2.0
core,"k8s.io/client-go/metadata",Apache-2.0
core,"k8s.io/client-go/metadata/fake",Apache-2.0
core,"k8s.io/client-go/metadata/metadatainformer",Apache-2.0
core,"k8s.io/client-go/metadata/metadatalister",Apache-2.0
core,"k8s.io/client-go/pkg/apis/clientauthentication",Apache-2.0
core,"k8s.io/client-go/pkg/apis/clientauthentication/v1alpha1",Apache-2.0
core,"k8s.io/client-go/pkg/apis/clientauthentication/v1beta1",Apache-2.0
core,"k8s.io/client-go/pkg/version",Apache-2.0
core,"k8s.io/client-go/plugin/pkg/client/auth",Apache-2.0
core,"k8s.io/client-go/plugin/pkg/client/auth/azure",Apache-2.0
core,"k8s.io/client-go/plugin/pkg/client/auth/exec",Apache-2.0
core,"k8s.io/client-go/plugin/pkg/client/auth/gcp",Apache-2.0
core,"k8s.io/client-go/plugin/pkg/client/auth/oidc",Apache-2.0
core,"k8s.io/client-go/plugin/pkg/client/auth/openstack",Apache-2.0
core,"k8s.io/client-go/rest",Apache-2.0
core,"k8s.io/client-go/rest/fake",Apache-2.0
core,"k8s.io/client-go/rest/watch",Apache-2.0
core,"k8s.io/client-go/restmapper",Apache-2.0
core,"k8s.io/client-go/scale",Apache-2.0
core,"k8s.io/client-go/scale/fake",Apache-2.0
core,"k8s.io/client-go/scale/scheme",Apache-2.0
core,"k8s.io/client-go/scale/scheme/appsint",Apache-2.0
core,"k8s.io/client-go/scale/scheme/appsv1beta1",Apache-2.0
core,"k8s.io/client-go/scale/scheme/appsv1beta2",Apache-2.0
core,"k8s.io/client-go/scale/scheme/autoscalingv1",Apache-2.0
core,"k8s.io/client-go/scale/scheme/extensionsint",Apache-2.0
core,"k8s.io/client-go/scale/scheme/extensionsv1beta1",Apache-2.0
core,"k8s.io/client-go/testing",Apache-2.0
core,"k8s.io/client-go/third_party/forked/golang/template",Apache-2.0
core,"k8s.io/client-go/tools/auth",Apache-2.0
core,"k8s.io/client-go/tools/cache",Apache-2.0
core,"k8s.io/client-go/tools/cache/testing",Apache-2.0
core,"k8s.io/client-go/tools/clientcmd",Apache-2.0
core,"k8s.io/client-go/tools/clientcmd/api",Apache-2.0
core,"k8s.io/client-go/tools/clientcmd/api/latest",Apache-2.0
core,"k8s.io/client-go/tools/clientcmd/api/v1",Apache-2.0
core,"k8s.io/client-go/tools/events",Apache-2.0
core,"k8s.io/client-go/tools/leaderelection",Apache-2.0
core,"k8s.io/client-go/tools/leaderelection/resourcelock",Apache-2.0
core,"k8s.io/client-go/tools/metrics",Apache-2.0
core,"k8s.io/client-go/tools/pager",Apache-2.0
core,"k8s.io/client-go/tools/portforward",Apache-2.0
core,"k8s.io/client-go/tools/record",Apache-2.0
core,"k8s.io/client-go/tools/record/util",Apache-2.0
core,"k8s.io/client-go/tools/reference",Apache-2.0
core,"k8s.io/client-go/tools/remotecommand",Apache-2.0
core,"k8s.io/client-go/tools/watch",Apache-2.0
core,"k8s.io/client-go/transport",Apache-2.0
core,"k8s.io/client-go/transport/spdy",Apache-2.0
core,"k8s.io/client-go/util/cert",Apache-2.0
core,"k8s.io/client-go/util/certificate",Apache-2.0
core,"k8s.io/client-go/util/certificate/csr",Apache-2.0
core,"k8s.io/client-go/util/connrotation",Apache-2.0
core,"k8s.io/client-go/util/exec",Apache-2.0
core,"k8s.io/client-go/util/flowcontrol",Apache-2.0
core,"k8s.io/client-go/util/homedir",Apache-2.0
core,"k8s.io/client-go/util/jsonpath",Apache-2.0
core,"k8s.io/client-go/util/keyutil",Apache-2.0
core,"k8s.io/client-go/util/retry",Apache-2.0
core,"k8s.io/client-go/util/testing",Apache-2.0
core,"k8s.io/client-go/util/workqueue",Apache-2.0
core,"k8s.io/cloud-provider",Apache-2.0
core,"k8s.io/cloud-provider/fake",Apache-2.0
core,"k8s.io/cloud-provider/node/helpers",Apache-2.0
core,"k8s.io/cloud-provider/service/helpers",Apache-2.0
core,"k8s.io/cloud-provider/volume",Apache-2.0
core,"k8s.io/cloud-provider/volume/errors",Apache-2.0
core,"k8s.io/cloud-provider/volume/helpers",Apache-2.0
core,"k8s.io/cluster-bootstrap/token/api",Apache-2.0
core,"k8s.io/cluster-bootstrap/token/jws",Apache-2.0
core,"k8s.io/cluster-bootstrap/token/util",Apache-2.0
core,"k8s.io/cluster-bootstrap/util/secrets",Apache-2.0
core,"k8s.io/cluster-bootstrap/util/tokens",Apache-2.0
core,"k8s.io/code-generator",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/generators",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/generators/fake",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/generators/scheme",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/generators/util",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/path",Apache-2.0
core,"k8s.io/code-generator/cmd/client-gen/types",Apache-2.0
core,"k8s.io/code-generator/cmd/conversion-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/conversion-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/conversion-gen/generators",Apache-2.0
core,"k8s.io/code-generator/cmd/deepcopy-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/deepcopy-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/defaulter-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/defaulter-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/go-to-protobuf",Apache-2.0
core,"k8s.io/code-generator/cmd/go-to-protobuf/protobuf",Apache-2.0
core,"k8s.io/code-generator/cmd/go-to-protobuf/protoc-gen-gogo",Apache-2.0
core,"k8s.io/code-generator/cmd/import-boss",Apache-2.0
core,"k8s.io/code-generator/cmd/informer-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/informer-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/informer-gen/generators",Apache-2.0
core,"k8s.io/code-generator/cmd/lister-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/lister-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/lister-gen/generators",Apache-2.0
core,"k8s.io/code-generator/cmd/openapi-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/register-gen",Apache-2.0
core,"k8s.io/code-generator/cmd/register-gen/args",Apache-2.0
core,"k8s.io/code-generator/cmd/register-gen/generators",Apache-2.0
core,"k8s.io/code-generator/cmd/set-gen",Apache-2.0
core,"k8s.io/code-generator/pkg/namer",Apache-2.0
core,"k8s.io/code-generator/pkg/util",Apache-2.0
core,"k8s.io/code-generator/third_party/forked/golang/reflect",Apache-2.0
core,"k8s.io/component-base/cli/flag",Apache-2.0
core,"k8s.io/component-base/cli/globalflag",Apache-2.0
core,"k8s.io/component-base/config",Apache-2.0
core,"k8s.io/component-base/config/v1alpha1",Apache-2.0
core,"k8s.io/component-base/config/validation",Apache-2.0
core,"k8s.io/component-base/featuregate",Apache-2.0
core,"k8s.io/component-base/featuregate/testing",Apache-2.0
core,"k8s.io/component-base/logs",Apache-2.0
core,"k8s.io/component-base/metrics",Apache-2.0
core,"k8s.io/component-base/metrics/legacyregistry",Apache-2.0
core,"k8s.io/component-base/metrics/prometheus/clientgo",Apache-2.0
core,"k8s.io/component-base/metrics/prometheus/clientgo/leaderelection",Apache-2.0
core,"k8s.io/component-base/metrics/prometheus/restclient",Apache-2.0
core,"k8s.io/component-base/metrics/prometheus/workqueue",Apache-2.0
core,"k8s.io/component-base/version",Apache-2.0
core,"k8s.io/cri-api/pkg/apis",Apache-2.0
core,"k8s.io/cri-api/pkg/apis/runtime/v1alpha2",Apache-2.0
core,"k8s.io/cri-api/pkg/apis/testing",Apache-2.0
core,"k8s.io/csi-translation-lib",Apache-2.0
core,"k8s.io/csi-translation-lib/plugins",Apache-2.0
core,"k8s.io/gengo/args",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/generators",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/aliases",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/builtins",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/interfaces",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/maps",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/otherpkg",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/pointer",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/slices",Apache-2.0
core,"k8s.io/gengo/examples/deepcopy-gen/output_tests/structs",Apache-2.0
core,"k8s.io/gengo/examples/defaulter-gen/generators",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/generators",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/tests/inverse/lib",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/tests/inverse/lib/nonprod",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/tests/inverse/lib/private",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/tests/inverse/lib/public",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/tests/rules/b",Apache-2.0
core,"k8s.io/gengo/examples/import-boss/tests/rules/c",Apache-2.0
core,"k8s.io/gengo/examples/set-gen/generators",Apache-2.0
core,"k8s.io/gengo/examples/set-gen/sets",Apache-2.0
core,"k8s.io/gengo/generator",Apache-2.0
core,"k8s.io/gengo/namer",Apache-2.0
core,"k8s.io/gengo/parser",Apache-2.0
core,"k8s.io/gengo/types",Apache-2.0
core,"k8s.io/heapster/common/elasticsearch",Apache-2.0
core,"k8s.io/heapster/common/flags",Apache-2.0
core,"k8s.io/heapster/common/gce",Apache-2.0
core,"k8s.io/heapster/common/influxdb",Apache-2.0
core,"k8s.io/heapster/common/kubernetes",Apache-2.0
core,"k8s.io/heapster/events/core",Apache-2.0
core,"k8s.io/heapster/events/manager",Apache-2.0
core,"k8s.io/heapster/events/sinks",Apache-2.0
core,"k8s.io/heapster/events/sinks/elasticsearch",Apache-2.0
core,"k8s.io/heapster/events/sinks/gcl",Apache-2.0
core,"k8s.io/heapster/events/sinks/influxdb",Apache-2.0
core,"k8s.io/heapster/events/sinks/log",Apache-2.0
core,"k8s.io/heapster/events/sources",Apache-2.0
core,"k8s.io/heapster/events/sources/kubernetes",Apache-2.0
core,"k8s.io/heapster/events/util",Apache-2.0
core,"k8s.io/heapster/metrics/api/v1",Apache-2.0
core,"k8s.io/heapster/metrics/api/v1/types",Apache-2.0
core,"k8s.io/heapster/metrics/apis/metrics",Apache-2.0
core,"k8s.io/heapster/metrics/apis/metrics/v1alpha1",Apache-2.0
core,"k8s.io/heapster/metrics/core",Apache-2.0
core,"k8s.io/heapster/metrics/manager",Apache-2.0
core,"k8s.io/heapster/metrics/processors",Apache-2.0
core,"k8s.io/heapster/metrics/sinks",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/elasticsearch",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/gcm",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/hawkular",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/influxdb",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/kafka",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/log",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/metric",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/monasca",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/opentsdb",Apache-2.0
core,"k8s.io/heapster/metrics/sinks/riemann",Apache-2.0
core,"k8s.io/heapster/metrics/sources",Apache-2.0
core,"k8s.io/heapster/metrics/sources/kubelet",Apache-2.0
core,"k8s.io/heapster/metrics/sources/summary",Apache-2.0
core,"k8s.io/heapster/metrics/util",Apache-2.0
core,"k8s.io/heapster/metrics/util/metrics",Apache-2.0
core,"k8s.io/heapster/version",Apache-2.0
core,"k8s.io/helm/cmd/helm/installer",Apache-2.0
core,"k8s.io/helm/cmd/helm/search",Apache-2.0
core,"k8s.io/helm/internal/third_party/dep/fs",Apache-2.0
core,"k8s.io/helm/pkg/chartutil",Apache-2.0
core,"k8s.io/helm/pkg/downloader",Apache-2.0
core,"k8s.io/helm/pkg/engine",Apache-2.0
core,"k8s.io/helm/pkg/getter",Apache-2.0
core,"k8s.io/helm/pkg/helm",Apache-2.0
core,"k8s.io/helm/pkg/helm/environment",Apache-2.0
core,"k8s.io/helm/pkg/helm/helmpath",Apache-2.0
core,"k8s.io/helm/pkg/helm/portforwarder",Apache-2.0
core,"k8s.io/helm/pkg/hooks",Apache-2.0
core,"k8s.io/helm/pkg/ignore",Apache-2.0
core,"k8s.io/helm/pkg/kube",Apache-2.0
core,"k8s.io/helm/pkg/lint",Apache-2.0
core,"k8s.io/helm/pkg/lint/rules",Apache-2.0
core,"k8s.io/helm/pkg/lint/support",Apache-2.0
core,"k8s.io/helm/pkg/manifest",Apache-2.0
core,"k8s.io/helm/pkg/plugin",Apache-2.0
core,"k8s.io/helm/pkg/plugin/cache",Apache-2.0
core,"k8s.io/helm/pkg/plugin/installer",Apache-2.0
core,"k8s.io/helm/pkg/proto/hapi/chart",Apache-2.0
core,"k8s.io/helm/pkg/proto/hapi/release",Apache-2.0
core,"k8s.io/helm/pkg/proto/hapi/rudder",Apache-2.0
core,"k8s.io/helm/pkg/proto/hapi/services",Apache-2.0
core,"k8s.io/helm/pkg/proto/hapi/version",Apache-2.0
core,"k8s.io/helm/pkg/provenance",Apache-2.0
core,"k8s.io/helm/pkg/releasetesting",Apache-2.0
core,"k8s.io/helm/pkg/releaseutil",Apache-2.0
core,"k8s.io/helm/pkg/renderutil",Apache-2.0
core,"k8s.io/helm/pkg/repo",Apache-2.0
core,"k8s.io/helm/pkg/repo/repotest",Apache-2.0
core,"k8s.io/helm/pkg/resolver",Apache-2.0
core,"k8s.io/helm/pkg/rudder",Apache-2.0
core,"k8s.io/helm/pkg/storage",Apache-2.0
core,"k8s.io/helm/pkg/storage/driver",Apache-2.0
core,"k8s.io/helm/pkg/storage/errors",Apache-2.0
core,"k8s.io/helm/pkg/strvals",Apache-2.0
core,"k8s.io/helm/pkg/sympath",Apache-2.0
core,"k8s.io/helm/pkg/tiller",Apache-2.0
core,"k8s.io/helm/pkg/tiller/environment",Apache-2.0
core,"k8s.io/helm/pkg/timeconv",Apache-2.0
core,"k8s.io/helm/pkg/tlsutil",Apache-2.0
core,"k8s.io/helm/pkg/urlutil",Apache-2.0
core,"k8s.io/helm/pkg/version",Apache-2.0
core,"k8s.io/klog",Apache-2.0
core,"k8s.io/klog/klogr",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apis/apiregistration",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apis/apiregistration/install",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apis/apiregistration/v1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apis/apiregistration/v1/helper",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apis/apiregistration/v1beta1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apis/apiregistration/validation",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apiserver",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/apiserver/scheme",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/fake",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/scheme",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/typed/apiregistration/v1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/typed/apiregistration/v1/fake",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/typed/apiregistration/v1beta1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/clientset_generated/clientset/typed/apiregistration/v1beta1/fake",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/informers/externalversions",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/informers/externalversions/apiregistration",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/informers/externalversions/apiregistration/v1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/informers/externalversions/apiregistration/v1beta1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/informers/externalversions/internalinterfaces",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/listers/apiregistration/v1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/client/listers/apiregistration/v1beta1",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/cmd/server",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/controllers",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/controllers/autoregister",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/controllers/openapi",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/controllers/openapi/aggregator",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/controllers/status",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/registry/apiservice",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/registry/apiservice/etcd",Apache-2.0
core,"k8s.io/kube-aggregator/pkg/registry/apiservice/rest",Apache-2.0
core,"k8s.io/kube-controller-manager/config/v1alpha1",Apache-2.0
core,"k8s.io/kube-openapi/cmd/openapi-gen",Apache-2.0
core,"k8s.io/kube-openapi/cmd/openapi-gen/args",Apache-2.0
core,"k8s.io/kube-openapi/pkg/aggregator",Apache-2.0
core,"k8s.io/kube-openapi/pkg/builder",Apache-2.0
core,"k8s.io/kube-openapi/pkg/common",Apache-2.0
core,"k8s.io/kube-openapi/pkg/generators",Apache-2.0
core,"k8s.io/kube-openapi/pkg/generators/rules",Apache-2.0
core,"k8s.io/kube-openapi/pkg/handler",Apache-2.0
core,"k8s.io/kube-openapi/pkg/schemaconv",Apache-2.0
core,"k8s.io/kube-openapi/pkg/util",Apache-2.0
core,"k8s.io/kube-openapi/pkg/util/proto",Apache-2.0
core,"k8s.io/kube-openapi/pkg/util/proto/testing",Apache-2.0
core,"k8s.io/kube-openapi/pkg/util/proto/validation",Apache-2.0
core,"k8s.io/kube-openapi/pkg/util/sets",Apache-2.0
core,"k8s.io/kube-openapi/test/integration/pkg/generated",Apache-2.0
core,"k8s.io/kube-openapi/test/integration/testdata/custom",Apache-2.0
core,"k8s.io/kube-proxy/config/v1alpha1",Apache-2.0
core,"k8s.io/kube-scheduler/config/v1alpha1",Apache-2.0
core,"k8s.io/kube-state-metrics/internal/store",Apache-2.0
core,"k8s.io/kube-state-metrics/pkg/allowdenylist",Apache-2.0
core,"k8s.io/kube-state-metrics/pkg/builder",Apache-2.0
core,"k8s.io/kube-state-metrics/pkg/builder/types",Apache-2.0
core,"k8s.io/kube-state-metrics/pkg/constant",Apache-2.0
core,"k8s.io/kube-state-metrics/pkg/listwatch",Apache-2.0
